dex,pokemon,fastmove,chargemove,WeaveDPS,WeaveDPS Percentile,TDO,TDO Percentile,~TDO per CP,~SurvivalTime
75,graveler,mud shot,rock slide,9.16,49.67,148,20.33,0.05,12.27029
171,lanturn,water gun,hydro pump,9.16,49.67,240,32.97,0.07,19.90387
335,zangoose,fury cutter,night slash,9.16,49.67,125,17.17,0.04,10.4043
368,gorebyss,confusion,draining kiss,9.16,49.67,146,20.05,0.04,12.15343
9,blastoise,bite,hydro pump,9.15,49.62,218,29.95,0.06,18.15475
18,pidgeot,wing attack,aerial ace,9.15,49.62,175,24.04,0.06,14.50382
378,regice,frost breath,earthquake,9.15,49.62,365,50.14,0.07,30.33644
49,venomoth,infestation,bug buzz,9.13,49.51,143,19.64,0.05,11.90086
154,meganium,razor leaf,earthquake,9.13,49.51,213,29.26,0.06,17.70992
237,hitmontop,counter,gyro ball,9.13,49.51,147,20.19,0.05,12.24767
130,gyarados,bite,twister,9.12,49.46,243,33.38,0.05,20.28273
130,gyarados,dragon breath,twister,9.12,49.46,243,33.38,0.05,20.28273
211,qwilfish,poison sting,sludge wave,9.12,49.46,132,18.13,0.04,10.99237
228,houndour,feint attack,flamethrower,9.12,49.46,63,8.65,0.04,5.243615
256,combusken,ember,flamethrower,9.12,49.46,98,13.46,0.04,8.145321
75,graveler,rock throw,dig,9.1,49.35,147,20.19,0.05,12.27029
121,starmie,hidden power,power gem,9.1,49.35,150,20.6,0.04,12.50212
121,starmie,tackle,power gem,9.1,49.35,150,20.6,0.04,12.50212
311,plusle,quick attack,thunderbolt,9.1,49.35,122,16.76,0.05,10.16587
34,nidoking,fury cutter,megahorn,9.09,49.3,170,23.35,0.04,14.18151
73,tentacruel,acid,sludge wave,9.09,49.3,246,33.79,0.07,20.57959
73,tentacruel,acid,blizzard,9.09,49.3,246,33.79,0.07,20.57959
97,hypno,confusion,futuresight,9.09,49.3,237,32.55,0.07,19.85487
119,seaking,poison jab,ice beam,9.09,49.3,165,22.66,0.05,13.77439
358,chimecho,astonish,psyshock,9.09,49.3,174,23.9,0.05,14.52832
369,relicanth,zen headbutt,hydro pump,9.09,49.3,299,41.07,0.07,25.00801
119,seaking,poison jab,drill run,9.08,49.24,165,22.66,0.05,13.77439
279,pelipper,water gun,blizzard,9.08,49.24,153,21.02,0.05,12.81783
357,tropius,air slash,leaf blade,9.08,49.24,214,29.4,0.07,17.88144
367,huntail,bite,crunch,9.08,49.24,145,19.92,0.04,12.15343
31,nidoqueen,bite,sludge wave,9.07,49.19,205,28.16,0.06,17.18594
38,ninetales,ember,solar beam,9.07,49.19,196,26.92,0.06,16.43577
110,weezing,acid,dark pulse,9.07,49.19,190,26.1,0.05,15.94572
224,octillery,mud shot,gunk shot,9.07,49.19,143,19.64,0.04,11.97814
18,pidgeot,steel wing,aerial ace,9.06,49.13,173,23.76,0.05,14.50382
143,snorlax,zen headbutt,earthquake,9.06,49.13,383,52.61,0.07,32.1063
326,grumpig,extrasensory,mirror coat,9.06,49.13,220,30.22,0.06,18.44784
55,golduck,water gun,psychic,9.05,49.08,173,23.76,0.05,14.5123
80,slowbro,water gun,ice beam,9.05,49.08,238,32.69,0.06,19.99435
88,grimer,poison jab,sludge bomb,9.05,49.08,101,13.87,0.05,8.527
221,piloswine,ice shard,stone edge,9.05,49.08,193,26.51,0.05,16.23504
324,torkoal,fire spin,solar beam,9.05,49.08,214,29.4,0.07,17.99642
227,skarmory,air slash,sky attack,9.04,49.02,221,30.36,0.07,18.59203
5,charmeleon,fire fang,flame burst,9.03,48.97,104,14.29,0.04,8.759778
18,pidgeot,wing attack,brave bird,9.03,48.97,172,23.63,0.05,14.50382
89,muk,infestation,dark pulse,9.03,48.97,248,34.07,0.06,20.89907
107,hitmonchan,bullet punch,ice punch,9.03,48.97,144,19.78,0.04,12.14023
36,clefable,zen headbutt,moonblast,9.02,48.92,211,28.98,0.06,17.78343
241,miltank,tackle,body slam,9.02,48.92,257,35.3,0.07,21.6285
377,regirock,rock smash,stone edge,9.02,48.92,360,49.45,0.07,30.33644
33,nidorino,poison jab,sludge bomb,9.01,48.86,96,13.19,0.05,8.07464
62,poliwrath,mud shot,hydro pump,9.01,48.86,218,29.95,0.06,18.37433
121,starmie,hidden power,psybeam,9.01,48.86,148,20.33,0.04,12.50212
121,starmie,tackle,psybeam,9.01,48.86,148,20.33,0.04,12.50212
49,venomoth,bug bite,silver wind,9,48.81,141,19.37,0.05,11.90086
80,slowbro,water gun,water pulse,9,48.81,237,32.55,0.06,19.99435
97,hypno,confusion,shadow ball,8.98,48.7,235,32.28,0.07,19.85487
171,lanturn,charge beam,thunderbolt,8.98,48.7,235,32.28,0.07,19.90387
302,sableye,shadow claw,foul play,8.98,48.7,98,13.46,0.05,8.326265
358,chimecho,astonish,shadow ball,8.98,48.7,172,23.63,0.05,14.52832
28,sandslash,mud shot,bulldoze,8.97,48.64,197,27.06,0.05,16.69211
75,graveler,mud slap,rock slide,8.97,48.64,145,19.92,0.05,12.27029
211,qwilfish,water gun,ice beam,8.97,48.64,130,17.86,0.04,10.99237
274,nuzleaf,feint attack,grass knot,8.97,48.64,79,10.85,0.04,6.676091
49,venomoth,confusion,silver wind,8.96,48.59,140,19.23,0.05,11.90086
98,krabby,bubble,bubble beam,8.96,48.59,70,9.62,0.03,5.927811
208,steelix,dragon tail,heavy slam,8.96,48.59,316,43.41,0.08,26.81557
227,skarmory,steel wing,brave bird,8.96,48.59,219,30.08,0.07,18.59203
28,sandslash,mud shot,earthquake,8.95,48.54,196,26.92,0.05,16.69211
84,doduo,quick attack,drill peck,8.95,48.54,48,6.59,0.03,4.03732
91,cloyster,frost breath,icy wind,8.95,48.54,213,29.26,0.05,18.10291
336,seviper,iron tail,wrap,8.95,48.54,117,16.07,0.04,9.951937
168,ariados,infestation,cross poison,8.94,48.48,121,16.62,0.05,10.3044
182,bellossom,acid,petal blizzard,8.94,48.48,184,25.27,0.06,15.68749
101,electrode,spark,hyper beam,8.93,48.43,143,19.64,0.05,12.18641
324,torkoal,ember,overheat,8.93,48.43,211,28.98,0.07,17.99642
22,fearow,peck,drill run,8.92,48.37,119,16.35,0.04,10.11026
377,regirock,rock smash,focus blast,8.92,48.37,356,48.9,0.07,30.33644
378,regice,rock smash,focus blast,8.92,48.37,356,48.9,0.07,30.33644
237,hitmontop,rock smash,stone edge,8.91,48.32,144,19.78,0.05,12.24767
241,miltank,tackle,stomp,8.91,48.32,253,34.75,0.07,21.6285
164,noctowl,extrasensory,sky attack,8.9,48.26,228,31.32,0.07,19.46188
274,nuzleaf,razor leaf,leaf blade,8.9,48.26,78,10.71,0.04,6.676091
274,nuzleaf,razor leaf,foul play,8.9,48.26,78,10.71,0.04,6.676091
312,minun,spark,thunderbolt,8.9,48.26,134,18.41,0.05,11.42871
20,raticate,bite,hyper fang,8.88,48.16,108,14.84,0.04,9.231929
75,graveler,mud slap,stone edge,8.88,48.16,143,19.64,0.05,12.27029
5,charmeleon,ember,fire punch,8.87,48.1,102,14.01,0.04,8.759778
317,swalot,infestation,sludge bomb,8.87,48.1,204,28.02,0.07,17.4451
227,skarmory,steel wing,flash cannon,8.86,48.05,217,29.81,0.07,18.59203
38,ninetales,feint attack,fire blast,8.85,47.99,191,26.24,0.06,16.43577
119,seaking,poison jab,water pulse,8.85,47.99,160,21.98,0.05,13.77439
334,altaria,dragon breath,sky attack,8.85,47.99,200,27.47,0.07,17.15578
97,hypno,confusion,psyshock,8.84,47.94,231,31.73,0.07,19.85487
128,tauros,zen headbutt,earthquake,8.84,47.94,190,26.1,0.05,16.30572
26,raichu,spark,brick break,8.83,47.89,131,17.99,0.04,11.30242
62,poliwrath,mud shot,submission,8.83,47.89,213,29.26,0.06,18.37433
245,suicune,extrasensory,water pulse,8.83,47.89,292,40.11,0.07,25.10885
245,suicune,snarl,water pulse,8.83,47.89,292,40.11,0.07,25.10885
267,beautifly,infestation,air cutter,8.83,47.89,82,11.26,0.03,7.071907
305,lairon,iron tail,body slam,8.83,47.89,186,25.55,0.06,16.03807
12,butterfree,bug bite,bug buzz,8.82,47.83,121,16.62,0.04,10.41843
154,meganium,vine whip,earthquake,8.82,47.83,205,28.16,0.06,17.70992
262,mightyena,fire fang,play rough,8.82,47.83,127,17.45,0.05,10.9575
91,cloyster,ice shard,icy wind,8.81,47.78,210,28.85,0.05,18.10291
127,pinsir,fury cutter,vice grip,8.81,47.78,166,22.8,0.04,14.31722
182,bellossom,acid,dazzling gleam,8.81,47.78,182,25,0.05,15.68749
377,regirock,rock smash,zap cannon,8.81,47.78,352,48.35,0.07,30.33644
15,beedrill,poison jab,aerial ace,8.8,47.72,129,17.72,0.05,11.12807
12,butterfree,bug bite,signal beam,8.79,47.67,120,16.48,0.04,10.41843
267,beautifly,infestation,silver wind,8.79,47.67,82,11.26,0.03,7.071907
295,exploud,bite,fire blast,8.79,47.67,189,25.96,0.05,16.31891
5,charmeleon,ember,flamethrower,8.78,47.61,101,13.87,0.04,8.759778
26,raichu,thunder shock,brick break,8.78,47.61,131,17.99,0.04,11.30242
49,venomoth,infestation,silver wind,8.78,47.61,137,18.82,0.04,11.90086
84,doduo,peck,drill peck,8.78,47.61,47,6.46,0.03,4.03732
148,dragonair,iron tail,dragon pulse,8.78,47.61,112,15.38,0.04,9.740835
156,quilava,ember,flamethrower,8.78,47.61,101,13.87,0.04,8.759778
171,lanturn,charge beam,hydro pump,8.78,47.61,230,31.59,0.07,19.90387
369,relicanth,zen headbutt,aqua tail,8.78,47.61,289,39.7,0.07,25.00801
49,venomoth,bug bite,psychic,8.77,47.56,137,18.82,0.04,11.90086
81,magnemite,spark,discharge,8.77,47.56,49,6.73,0.03,4.282349
312,minun,quick attack,thunderbolt,8.77,47.56,132,18.13,0.05,11.42871
12,butterfree,confusion,bug buzz,8.76,47.51,120,16.48,0.04,10.41843
38,ninetales,feint attack,solar beam,8.76,47.51,189,25.96,0.06,16.43577
88,grimer,acid,sludge bomb,8.76,47.51,98,13.46,0.05,8.527
107,hitmonchan,bullet punch,fire punch,8.76,47.51,140,19.23,0.04,12.14023
49,venomoth,bug bite,poison fang,8.75,47.45,137,18.82,0.04,11.90086
137,porygon,quick attack,solar beam,8.75,47.45,119,16.35,0.05,10.38168
199,slowking,water gun,fire blast,8.75,47.45,230,31.59,0.06,19.99435
224,octillery,water gun,aurora beam,8.75,47.45,138,18.96,0.04,11.97814
137,porygon,zen headbutt,hyper beam,8.74,47.4,119,16.35,0.05,10.38168
9,blastoise,water gun,ice beam,8.73,47.34,208,28.57,0.06,18.15475
81,magnemite,thunder shock,discharge,8.73,47.34,49,6.73,0.03,4.282349
284,masquerain,infestation,ominous wind,8.73,47.34,146,20.05,0.04,12.69909
101,electrode,volt switch,hyper beam,8.72,47.29,140,19.23,0.05,12.18641
117,seadra,water gun,dragon pulse,8.72,47.29,131,17.99,0.04,11.45227
148,dragonair,dragon breath,aqua tail,8.72,47.29,112,15.38,0.04,9.740835
228,houndour,ember,flamethrower,8.72,47.29,60,8.24,0.03,5.243615
334,altaria,peck,sky attack,8.72,47.29,197,27.06,0.07,17.15578
358,chimecho,extrasensory,energy ball,8.72,47.29,167,22.94,0.05,14.52832
12,butterfree,confusion,signal beam,8.71,47.23,119,16.35,0.04,10.41843
75,graveler,mud slap,rock blast,8.71,47.23,141,19.37,0.05,12.27029
18,pidgeot,air slash,air cutter,8.7,47.18,166,22.8,0.05,14.50382
49,venomoth,confusion,psychic,8.7,47.18,136,18.68,0.04,11.90086
234,stantler,zen headbutt,megahorn,8.7,47.18,126,17.31,0.04,11.00745
49,venomoth,confusion,poison fang,8.69,47.13,136,18.68,0.04,11.90086
203,girafarig,tackle,mirror coat,8.69,47.13,122,16.76,0.04,10.66723
26,raichu,volt switch,brick break,8.68,47.07,129,17.72,0.04,11.30242
233,porygon2,charge beam,zap cannon,8.68,47.07,195,26.79,0.05,17.08039
51,dugtrio,mud slap,mud bomb,8.66,46.96,73,10.03,0.03,6.372632
303,mawile,bite,play rough,8.65,46.91,103,14.15,0.04,9.078315
107,hitmonchan,bullet punch,thunder punch,8.64,46.85,138,18.96,0.04,12.14023
208,steelix,iron tail,earthquake,8.64,46.85,305,41.9,0.08,26.81557
221,piloswine,powder snow,bulldoze,8.64,46.85,184,25.27,0.05,16.23504
131,lapras,frost breath,dragon pulse,8.63,46.8,284,39.01,0.07,25.04759
186,politoed,mud shot,hydro pump,8.62,46.75,214,29.4,0.06,18.8314
31,nidoqueen,bite,stone edge,8.61,46.69,195,26.79,0.05,17.18594
171,lanturn,water gun,thunder,8.61,46.69,225,30.91,0.07,19.90387
43,oddish,razor leaf,sludge bomb,8.6,46.64,72,9.89,0.04,6.370747
162,furret,sucker punch,hyper beam,8.6,46.64,141,19.37,0.05,12.48516
186,politoed,mud shot,blizzard,8.6,46.64,213,29.26,0.06,18.8314
195,quagsire,water gun,sludge bomb,8.59,46.58,180,24.73,0.06,15.95703
168,ariados,poison sting,cross poison,8.57,46.48,116,15.93,0.04,10.3044
259,marshtomp,water gun,mud bomb,8.57,46.48,120,16.48,0.05,10.66723
117,seadra,dragon breath,dragon pulse,8.56,46.42,129,17.72,0.04,11.45227
219,magcargo,rock throw,stone edge,8.56,46.42,135,18.54,0.06,11.97908
274,nuzleaf,feint attack,leaf blade,8.56,46.42,75,10.3,0.04,6.676091
18,pidgeot,steel wing,air cutter,8.55,46.37,163,22.39,0.05,14.50382
168,ariados,infestation,megahorn,8.55,46.37,116,15.93,0.04,10.3044
274,nuzleaf,feint attack,foul play,8.55,46.37,75,10.3,0.04,6.676091
5,charmeleon,scratch,flamethrower,8.54,46.31,98,13.46,0.04,8.759778
186,politoed,bubble,earthquake,8.54,46.31,212,29.12,0.06,18.8314
221,piloswine,powder snow,stone edge,8.54,46.31,182,25,0.05,16.23504
347,anorith,scratch,ancient power,8.54,46.31,63,8.65,0.03,5.586655
24,arbok,bite,sludge wave,8.53,46.26,122,16.76,0.04,10.86043
317,swalot,infestation,gunk shot,8.52,46.2,195,26.79,0.07,17.4451
9,blastoise,bite,ice beam,8.51,46.15,203,27.88,0.06,18.15475
241,miltank,zen headbutt,body slam,8.51,46.15,242,33.24,0.07,21.6285
302,sableye,feint attack,foul play,8.51,46.15,93,12.77,0.05,8.326265
379,registeel,metal claw,hyper beam,8.51,46.15,274,37.64,0.08,24.51513
195,quagsire,mud shot,sludge bomb,8.5,46.1,178,24.45,0.06,15.95703
335,zangoose,fury cutter,dig,8.5,46.1,116,15.93,0.03,10.4043
340,whiscash,water gun,mud bomb,8.5,46.1,192,26.37,0.06,17.20102
346,cradily,acid,stone edge,8.5,46.1,208,28.57,0.06,18.58072
369,relicanth,water gun,ancient power,8.5,46.1,280,38.46,0.07,25.00801
42,golbat,bite,shadow ball,8.49,46.04,144,19.78,0.05,12.90548
119,seaking,poison jab,megahorn,8.49,46.04,154,21.15,0.05,13.77439
49,venomoth,infestation,poison fang,8.48,45.99,133,18.27,0.04,11.90086
119,seaking,peck,ice beam,8.48,45.99,154,21.15,0.05,13.77439
97,hypno,confusion,focus blast,8.47,45.93,221,30.36,0.07,19.85487
312,minun,spark,discharge,8.47,45.93,127,17.45,0.05,11.42871
178,xatu,feint attack,ominous wind,8.46,45.88,121,16.62,0.04,10.85666
256,combusken,peck,flamethrower,8.46,45.88,91,12.5,0.04,8.145321
24,arbok,acid,dark pulse,8.45,45.82,121,16.62,0.04,10.86043
119,seaking,peck,drill run,8.44,45.77,153,21.02,0.05,13.77439
119,seaking,waterfall,icy wind,8.44,45.77,153,21.02,0.05,13.77439
211,qwilfish,poison sting,ice beam,8.44,45.77,122,16.76,0.04,10.99237
97,hypno,zen headbutt,shadow ball,8.43,45.72,220,30.22,0.07,19.85487
101,electrode,tackle,hyper beam,8.43,45.72,135,18.54,0.04,12.18641
238,smoochum,pound,ice beam,8.43,45.72,71,9.75,0.04,6.370747
49,venomoth,infestation,psychic,8.42,45.66,132,18.13,0.04,11.90086
185,sudowoodo,counter,earthquake,8.42,45.66,170,23.35,0.05,15.38404
295,exploud,bite,crunch,8.42,45.66,181,24.86,0.05,16.31891
379,registeel,metal claw,focus blast,8.42,45.66,271,37.23,0.08,24.51513
53,persian,scratch,play rough,8.39,45.5,115,15.8,0.05,10.38168
97,hypno,zen headbutt,futuresight,8.39,45.5,219,30.08,0.07,19.85487
264,linoone,tackle,grass knot,8.39,45.5,126,17.31,0.05,11.37499
317,swalot,rock smash,sludge bomb,8.39,45.5,193,26.51,0.07,17.4451
97,hypno,zen headbutt,psyshock,8.38,45.44,219,30.08,0.07,19.85487
131,lapras,water gun,dragon pulse,8.38,45.44,276,37.91,0.07,25.04759
131,lapras,ice shard,dragon pulse,8.38,45.44,276,37.91,0.07,25.04759
137,porygon,quick attack,zap cannon,8.38,45.44,114,15.66,0.05,10.38168
53,persian,scratch,foul play,8.37,45.39,114,15.66,0.05,10.38168
97,hypno,confusion,psychic,8.37,45.39,219,30.08,0.07,19.85487
305,lairon,metal claw,body slam,8.37,45.39,177,24.31,0.06,16.03807
312,minun,quick attack,discharge,8.37,45.39,126,17.31,0.05,11.42871
208,steelix,dragon tail,earthquake,8.36,45.34,295,40.52,0.08,26.81557
36,clefable,charge beam,moonblast,8.35,45.28,195,26.79,0.05,17.78343
43,oddish,acid,sludge bomb,8.35,45.28,70,9.62,0.04,6.370747
148,dragonair,iron tail,aqua tail,8.35,45.28,107,14.7,0.04,9.740835
219,magcargo,ember,overheat,8.35,45.28,132,18.13,0.05,11.97908
18,pidgeot,wing attack,air cutter,8.34,45.23,159,21.84,0.05,14.50382
87,dewgong,frost breath,blizzard,8.34,45.23,199,27.34,0.07,18.10008
340,whiscash,mud shot,mud bomb,8.34,45.23,189,25.96,0.06,17.20102
379,registeel,metal claw,flash cannon,8.34,45.23,269,36.95,0.08,24.51513
99,kingler,mud shot,vice grip,8.33,45.17,146,20.05,0.03,13.32202
47,parasect,bug bite,cross poison,8.32,45.12,111,15.25,0.04,10.10272
115,kangaskhan,mud slap,crunch,8.32,45.12,207,28.43,0.05,18.8936
237,hitmontop,rock smash,gyro ball,8.32,45.12,134,18.41,0.04,12.24767
36,clefable,pound,psychic,8.31,45.07,194,26.65,0.05,17.78343
62,poliwrath,mud shot,ice punch,8.31,45.07,201,27.61,0.05,18.37433
84,doduo,quick attack,aerial ace,8.31,45.07,44,6.04,0.03,4.03732
197,umbreon,snarl,foul play,8.31,45.07,277,38.05,0.09,25.37744
38,ninetales,ember,heat wave,8.3,45.01,179,24.59,0.05,16.43577
180,flaaffy,charge beam,discharge,8.3,45.01,100,13.74,0.05,9.143342
324,torkoal,fire spin,earthquake,8.3,45.01,196,26.92,0.06,17.99642
372,shelgon,ember,flamethrower,8.29,44.96,143,19.64,0.05,13.09584
5,charmeleon,ember,flame burst,8.28,44.9,95,13.05,0.04,8.759778
56,mankey,karate chop,cross chop,8.28,44.9,49,6.73,0.03,4.473659
241,miltank,zen headbutt,stomp,8.28,44.9,236,32.42,0.06,21.6285
372,shelgon,ember,dragon pulse,8.28,44.9,143,19.64,0.05,13.09584
75,graveler,mud shot,stone edge,8.27,44.85,133,18.27,0.05,12.27029
334,altaria,dragon breath,dragon pulse,8.27,44.85,187,25.69,0.06,17.15578
115,kangaskhan,low kick,crunch,8.26,44.79,205,28.16,0.05,18.8936
117,seadra,water gun,aurora beam,8.26,44.79,124,17.03,0.04,11.45227
137,porygon,charge beam,hyper beam,8.26,44.79,113,15.52,0.05,10.38168
228,houndour,feint attack,crunch,8.26,44.79,57,7.83,0.03,5.243615
344,claydol,confusion,earthquake,8.26,44.79,171,23.49,0.06,15.78551
378,regice,rock smash,earthquake,8.26,44.79,330,45.33,0.07,30.33644
180,flaaffy,tackle,discharge,8.25,44.74,99,13.6,0.04,9.143342
256,combusken,ember,rock slide,8.25,44.74,88,12.09,0.04,8.145321
346,cradily,infestation,stone edge,8.25,44.74,202,27.75,0.06,18.58072
242,blissey,zen headbutt,hyper beam,8.24,44.69,650,89.29,0.13,60
352,kecleon,lick,foul play,8.24,44.69,155,21.29,0.05,14.2701
12,butterfree,bug bite,psychic,8.23,44.63,113,15.52,0.04,10.41843
74,geodude,rock throw,rock slide,8.23,44.63,85,11.68,0.05,7.839977
197,umbreon,feint attack,foul play,8.23,44.63,275,37.77,0.08,25.37744
331,cacnea,sucker punch,seed bomb,8.23,44.63,51,7.01,0.03,4.72717
75,graveler,mud shot,rock blast,8.22,44.58,133,18.27,0.05,12.27029
119,seaking,peck,water pulse,8.22,44.58,149,20.47,0.05,13.77439
259,marshtomp,mud shot,mud bomb,8.22,44.58,115,15.8,0.04,10.66723
75,graveler,mud slap,dig,8.21,44.52,132,18.13,0.05,12.27029
315,roselia,razor leaf,petal blizzard,8.21,44.52,94,12.91,0.03,8.70229
195,quagsire,water gun,earthquake,8.2,44.47,172,23.63,0.06,15.95703
226,mantine,bubble,aerial ace,8.2,44.47,201,27.61,0.06,18.59203
288,vigoroth,scratch,brick break,8.2,44.47,153,21.02,0.05,14.18434
308,medicham,counter,dynamic punch,8.2,44.47,113,15.52,0.06,10.48158
77,ponyta,ember,stomp,8.18,44.36,84,11.54,0.04,7.842805
137,porygon,quick attack,discharge,8.17,44.31,112,15.38,0.05,10.38168
192,sunflora,razor leaf,solar beam,8.17,44.31,135,18.54,0.04,12.51908
216,teddiursa,scratch,play rough,8.17,44.31,73,10.03,0.04,6.756196
224,octillery,mud shot,water pulse,8.17,44.31,129,17.72,0.04,11.97814
326,grumpig,charge beam,psychic,8.17,44.31,198,27.2,0.05,18.44784
369,relicanth,zen headbutt,ancient power,8.17,44.31,269,36.95,0.07,25.00801
12,butterfree,confusion,psychic,8.16,44.25,112,15.38,0.04,10.41843
15,beedrill,bug bite,aerial ace,8.16,44.25,119,16.35,0.04,11.12807
88,grimer,poison jab,sludge,8.16,44.25,92,12.64,0.05,8.527
200,misdreavus,hex,ominous wind,8.16,44.25,123,16.9,0.04,11.42871
226,mantine,wing attack,aerial ace,8.16,44.25,200,27.47,0.06,18.59203
352,kecleon,sucker punch,foul play,8.16,44.25,153,21.02,0.05,14.2701
227,skarmory,air slash,brave bird,8.15,44.2,199,27.34,0.06,18.59203
375,metang,metal claw,psyshock,8.15,44.2,135,18.54,0.05,12.56526
362,glalie,frost breath,gyro ball,8.14,44.14,154,21.15,0.05,14.43031
115,kangaskhan,mud slap,brick break,8.13,44.09,202,27.75,0.05,18.8936
117,seadra,dragon breath,aurora beam,8.13,44.09,122,16.76,0.04,11.45227
156,quilava,tackle,flamethrower,8.13,44.09,94,12.91,0.04,8.759778
171,lanturn,charge beam,thunder,8.13,44.09,213,29.26,0.06,19.90387
5,charmeleon,scratch,fire punch,8.12,44.03,94,12.91,0.04,8.759778
115,kangaskhan,low kick,brick break,8.12,44.03,202,27.75,0.05,18.8936
137,porygon,hidden power,zap cannon,8.12,44.03,111,15.25,0.04,10.38168
137,porygon,tackle,zap cannon,8.12,44.03,111,15.25,0.04,10.38168
9,blastoise,water gun,flash cannon,8.11,43.98,194,26.65,0.05,18.15475
42,golbat,wing attack,air cutter,8.11,43.98,138,18.96,0.05,12.90548
324,torkoal,ember,solar beam,8.11,43.98,192,26.37,0.06,17.99642
340,whiscash,water gun,blizzard,8.11,43.98,183,25.14,0.06,17.20102
344,claydol,confusion,psychic,8.11,43.98,168,23.08,0.06,15.78551
5,charmeleon,scratch,flame burst,8.09,43.87,93,12.77,0.04,8.759778
115,kangaskhan,mud slap,earthquake,8.09,43.87,201,27.61,0.05,18.8936
238,smoochum,pound,psyshock,8.09,43.87,68,9.34,0.04,6.370747
347,anorith,scratch,cross poison,8.09,43.87,59,8.1,0.03,5.586655
87,dewgong,ice shard,blizzard,8.08,43.82,192,26.37,0.06,18.10008
168,ariados,poison sting,megahorn,8.07,43.76,109,14.97,0.04,10.3044
227,skarmory,air slash,flash cannon,8.07,43.76,197,27.06,0.06,18.59203
357,tropius,razor leaf,aerial ace,8.07,43.76,190,26.1,0.07,17.88144
53,persian,feint attack,foul play,8.05,43.66,110,15.11,0.05,10.38168
77,ponyta,ember,flame wheel,8.05,43.66,83,11.4,0.03,7.842805
153,bayleef,razor leaf,grass knot,8.05,43.66,113,15.52,0.06,10.671
238,smoochum,pound,ice punch,8.05,43.66,67,9.2,0.03,6.370747
240,magby,ember,fire punch,8.05,43.66,63,8.65,0.03,5.978701
240,magby,ember,flame burst,8.05,43.66,63,8.65,0.03,5.978701
372,shelgon,dragon breath,twister,8.05,43.66,139,19.09,0.04,13.09584
51,dugtrio,mud shot,mud bomb,8.04,43.6,67,9.2,0.03,6.372632
262,mightyena,bite,poison fang,8.04,43.6,116,15.93,0.04,10.9575
87,dewgong,iron tail,blizzard,8.03,43.55,191,26.24,0.06,18.10008
51,dugtrio,sucker punch,mud bomb,8.02,43.49,67,9.2,0.03,6.372632
193,yanma,wing attack,aerial ace,8.02,43.49,77,10.58,0.04,7.328244
219,magcargo,rock throw,heat wave,8.02,43.49,126,17.31,0.05,11.97908
334,altaria,dragon breath,dazzling gleam,8.02,43.49,181,24.86,0.06,17.15578
209,snubbull,bite,dazzling gleam,8.01,43.44,69,9.48,0.04,6.503628
110,weezing,infestation,dark pulse,7.99,43.33,168,23.08,0.05,15.94572
137,porygon,hidden power,discharge,7.99,43.33,109,14.97,0.04,10.38168
137,porygon,tackle,discharge,7.99,43.33,109,14.97,0.04,10.38168
115,kangaskhan,low kick,earthquake,7.98,43.28,198,27.2,0.05,18.8936
28,sandslash,metal claw,rock tomb,7.97,43.22,175,24.04,0.05,16.69211
110,weezing,tackle,dark pulse,7.97,43.22,167,22.94,0.05,15.94572
303,mawile,bite,iron head,7.97,43.22,95,13.05,0.04,9.078315
38,ninetales,feint attack,heat wave,7.96,43.17,172,23.63,0.05,16.43577
352,kecleon,lick,flamethrower,7.96,43.17,149,20.47,0.05,14.2701
77,ponyta,ember,flame charge,7.95,43.11,82,11.26,0.03,7.842805
288,vigoroth,counter,brick break,7.95,43.11,148,20.33,0.05,14.18434
320,wailmer,water gun,heavy slam,7.95,43.11,111,15.25,0.05,10.58713
53,persian,scratch,power gem,7.94,43.06,108,14.84,0.04,10.38168
33,nidorino,poison sting,sludge bomb,7.93,43,84,11.54,0.04,8.07464
228,houndour,ember,crunch,7.93,43,55,7.55,0.03,5.243615
375,metang,zen headbutt,psyshock,7.93,43,131,17.99,0.05,12.56526
180,flaaffy,charge beam,thunderbolt,7.92,42.95,95,13.05,0.04,9.143342
208,steelix,iron tail,crunch,7.92,42.95,279,38.32,0.07,26.81557
264,linoone,shadow claw,grass knot,7.92,42.95,118,16.21,0.05,11.37499
15,beedrill,infestation,aerial ace,7.91,42.9,116,15.93,0.04,11.12807
36,clefable,zen headbutt,psychic,7.9,42.84,185,25.41,0.05,17.78343
88,grimer,acid,sludge,7.9,42.84,89,12.23,0.04,8.527
180,flaaffy,tackle,thunderbolt,7.9,42.84,95,13.05,0.04,9.143342
205,forretress,bug bite,earthquake,7.9,42.84,206,28.3,0.06,19.78324
352,kecleon,lick,ice beam,7.9,42.84,148,20.33,0.05,14.2701
315,roselia,poison jab,petal blizzard,7.89,42.79,90,12.36,0.03,8.70229
352,kecleon,sucker punch,flamethrower,7.89,42.79,148,20.33,0.05,14.2701
1,bulbasaur,vine whip,power whip,7.88,42.73,67,9.2,0.04,6.468759
43,oddish,razor leaf,seed bomb,7.88,42.73,66,9.07,0.04,6.370747
207,gligar,wing attack,aerial ace,7.88,42.73,153,21.02,0.06,14.7922
334,altaria,peck,dragon pulse,7.88,42.73,178,24.45,0.06,17.15578
9,blastoise,bite,flash cannon,7.87,42.68,188,25.82,0.05,18.15475
42,golbat,wing attack,poison fang,7.87,42.68,134,18.41,0.05,12.90548
